date,ticker,rank,name,sector,weight,exists,added_today,dropped_today
2025-06-04,EA,38.0,ELECTRONIC ARTS INC,Communication,0.71001,1.0,False,False
2025-06-04,EBAY,84.0,EBAY INC,Consumer Discretionary,0.26737,1.0,False,False
2025-06-04,ECL,48.0,ECOLAB INC,Materials,0.54317,1.0,False,False
2025-06-04,ELV,39.0,ELEVANCE HEALTH INC,Health Care,0.68561,1.0,False,False
2025-06-04,EME,112.0,EMCOR GROUP INC,Industrials,0.17473,1.0,False,False
2025-06-04,EQIX,37.0,EQUINIX REIT INC,Real Estate,0.71115,1.0,False,False
2025-06-04,ES,,,,,0.0,False,False
2025-06-04,EW,65.0,EDWARDS LIFESCIENCES CORP,Health Care,0.3633,1.0,False,False
2025-06-04,EXC,25.0,EXELON CORP,Utilities,0.94122,1.0,False,False
2025-06-04,EXPD,134.0,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,0.12401,1.0,False,False
2025-06-04,FBIN,,,,,0.0,False,False
2025-06-04,FDS,131.0,FACTSET RESEARCH SYSTEMS INC,Financials,0.12851,1.0,False,False
2025-06-04,FERG,71.0,FERGUSON ENTERPRISES INC,Industrials,0.34249,1.0,False,False
2025-06-04,FI,36.0,FISERV INC,Financials,0.73056,1.0,False,False
2025-06-04,FIS,73.0,FIDELITY NATIONAL INFORMATION SERV,Financials,0.34082,1.0,False,False
2025-06-04,FOX,128.0,FOX CORP CLASS B,Communication,0.13526,1.0,False,False
2025-06-04,FOXA,92.0,FOX CORP CLASS A,Communication,0.22728,1.0,False,False
2025-06-04,FTV,103.0,FORTIVE CORP,Industrials,0.19513,1.0,False,False
2025-06-04,GGG,139.0,GRACO INC,Industrials,0.11353,1.0,False,False
2025-06-04,GILD,21.0,GILEAD SCIENCES INC,Health Care,1.08282,1.0,False,False
2025-06-04,GIS,90.0,GENERAL MILLS INC,Consumer Staples,0.23849,1.0,False,False
2025-06-04,GPC,130.0,GENUINE PARTS,Consumer Discretionary,0.13045,1.0,False,False
2025-06-04,GWW,62.0,WW GRAINGER INC,Industrials,0.39206,1.0,False,False
2025-06-04,HAL,,,,,0.0,False,False
2025-06-04,HBAN,108.0,HUNTINGTON BANCSHARES INC,Financials,0.18436,1.0,False,False
2025-06-04,HCA,44.0,HCA HEALTHCARE INC,Health Care,0.56269,1.0,False,False
2025-06-04,HD,9.0,HOME DEPOT INC,Consumer Discretionary,2.75493,1.0,False,False
2025-06-04,HIG,79.0,HARTFORD INSURANCE GROUP INC,Financials,0.29089,1.0,False,False
2025-06-04,HOLX,140.0,HOLOGIC INC,Health Care,0.11316,1.0,False,False
2025-06-04,HRL,160.0,HORMEL FOODS CORP,Consumer Staples,0.07257,1.0,False,False
2025-06-04,HUBB,116.0,HUBBELL INC,Industrials,0.16682,1.0,False,False
2025-06-04,HUM,95.0,HUMANA INC,Health Care,0.22295,1.0,False,False
2025-06-04,ICE,32.0,INTERCONTINENTAL EXCHANGE INC,Financials,0.81994,1.0,False,False
2025-06-04,IDXX,74.0,IDEXX LABORATORIES INC,Health Care,0.33935,1.0,False,False
2025-06-04,IEX,141.0,IDEX CORP,Industrials,0.10948,1.0,False,False
2025-06-04,IFF,,,,,0.0,False,False
2025-06-04,ILMN,,,,,0.0,False,False
2025-06-04,INCY,151.0,INCYTE CORP,Health Care,0.08834,1.0,False,False
2025-06-04,INTC,13.0,INTEL CORPORATION CORP,Information Technology,1.45085,1.0,False,False
2025-06-04,INTU,3.0,INTUIT INC,Information Technology,3.52729,1.0,False,False
2025-06-04,IP,107.0,INTERNATIONAL PAPER,Materials,0.18889,1.0,False,False
2025-06-04,IPG,,,,,0.0,False,False
2025-06-04,IQV,98.0,IQVIA HOLDINGS INC,Health Care,0.20894,1.0,False,False
2025-06-04,IR,85.0,INGERSOLL RAND INC,Industrials,0.26293,1.0,False,False
2025-06-04,IRM,,,,,0.0,False,False
2025-06-04,IT,,,,,0.0,False,False
2025-06-04,ITW,46.0,ILLINOIS TOOL INC,Industrials,0.54759,1.0,False,False
2025-06-04,JBHT,153.0,JB HUNT TRANSPORT SERVICES INC,Industrials,0.08631,1.0,False,False
2025-06-04,JCI,49.0,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,0.53816,1.0,False,False
2025-06-04,JNPR,,,,,0.0,False,False
2025-06-04,K,110.0,KELLANOVA,Consumer Staples,0.18018,1.0,False,False
2025-06-04,KDP,75.0,KEURIG DR PEPPER INC,Consumer Staples,0.33679,1.0,False,False
2025-06-04,KEYS,56.0,KEYSIGHT TECHNOLOGIES INC,Information Technology,0.45728,1.0,False,False
2025-06-04,KMB,64.0,KIMBERLY CLARK CORP,Consumer Staples,0.36574,1.0,False,False
2025-06-04,KMX,,,,,0.0,False,False
2025-06-04,KO,10.0,COCA-COLA,Consumer Staples,2.32473,1.0,False,False
2025-06-04,KVUE,76.0,KENVUE INC,Consumer Staples,0.33137,1.0,False,False
2025-06-04,LH,114.0,LABCORP HOLDINGS INC,Health Care,0.16949,1.0,False,False
2025-06-04,LII,127.0,LENNOX INTERNATIONAL INC,Industrials,0.14345,1.0,False,False
2025-06-04,LKQ,158.0,LKQ CORP,Consumer Discretionary,0.08109,1.0,False,False
2025-06-04,LNG,,,,,0.0,False,False
2025-06-04,LOW,24.0,LOWES COMPANIES INC,Consumer Discretionary,0.95148,1.0,False,False
2025-06-04,LRCX,12.0,LAM RESEARCH CORP,Information Technology,1.79313,1.0,False,False
2025-06-04,LULU,83.0,LULULEMON ATHLETICA INC,Consumer Discretionary,0.27386,1.0,False,False
2025-06-04,MCO,41.0,MOODYS CORP,Financials,0.62625,1.0,False,False
2025-06-04,MELI,31.0,MERCADOLIBRE INC,Consumer Discretionary,0.87399,1.0,False,False
2025-06-04,MKC,125.0,MCCORMICK & CO NON-VOTING INC,Consumer Staples,0.1474,1.0,False,False
2025-06-04,MMC,27.0,MARSH & MCLENNAN INC,Financials,0.91204,1.0,False,False
2025-06-04,MOH,132.0,MOLINA HEALTHCARE INC,Health Care,0.12782,1.0,False,False
2025-06-04,MRVL,,,,,0.0,False,False
2025-06-04,MSFT,,,,,0.0,False,False
2025-06-04,MTD,104.0,METTLER TOLEDO INC,Health Care,0.19489,1.0,False,False
2025-06-04,NDAQ,81.0,NASDAQ INC,Financials,0.28821,1.0,False,False
2025-06-04,NEM,51.0,NEWMONT,Materials,0.49645,1.0,False,False
2025-06-04,NLY,149.0,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,0.09038,1.0,False,False
2025-06-04,NOW,5.0,SERVICENOW INC,Information Technology,3.36817,1.0,False,False
2025-06-04,NTAP,68.0,NETAPP INC,Information Technology,0.3518,1.0,False,False
2025-06-04,NTRS,117.0,NORTHERN TRUST CORP,Financials,0.16494,1.0,False,False
2025-06-04,NUE,94.0,NUCOR CORP,Materials,0.22436,1.0,False,False
2025-06-04,NVDA,1.0,NVIDIA CORP,Information Technology,9.82392,1.0,False,False
2025-06-04,NXPI,30.0,NXP SEMICONDUCTORS NV,Information Technology,0.87526,1.0,False,False
2025-06-04,OC,147.0,OWENS CORNING,Industrials,0.09449,1.0,False,False
2025-06-04,ODFL,87.0,OLD DOMINION FREIGHT LINE INC,Industrials,0.24613,1.0,False,False
2025-06-04,OKE,,,,,0.0,False,False
2025-06-04,PAYX,61.0,PAYCHEX INC,Industrials,0.41151,1.0,False,False
2025-06-04,PEP,14.0,PEPSICO INC,Consumer Staples,1.43935,1.0,False,False
2025-06-04,PGR,17.0,PROGRESSIVE CORP,Financials,1.32286,1.0,False,False
2025-06-04,PHM,122.0,PULTEGROUP INC,Consumer Discretionary,0.15281,1.0,False,False
2025-06-04,PNC,45.0,PNC FINANCIAL SERVICES GROUP INC,Financials,0.55133,1.0,False,False
2025-06-04,PNR,129.0,PENTAIR,Industrials,0.13119,1.0,False,False
2025-06-04,PODD,111.0,INSULET CORP,Health Care,0.17602,1.0,False,False
2025-06-04,POOL,152.0,POOL CORP,Consumer Discretionary,0.08833,1.0,False,False
2025-06-04,PPG,99.0,PPG INDUSTRIES INC,Materials,0.20364,1.0,False,False
2025-06-04,PRU,78.0,PRUDENTIAL FINANCIAL INC,Financials,0.29301,1.0,False,False
2025-06-04,PSX,,,,,0.0,False,False
2025-06-04,PWR,59.0,QUANTA SERVICES INC,Industrials,0.42402,1.0,False,False
2025-06-04,RAL,,,,,0.0,False,False
2025-06-04,RF,123.0,REGIONS FINANCIAL CORP,Financials,0.15044,1.0,False,False
2025-06-04,RIVN,157.0,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,0.08321,1.0,False,False
2025-06-04,RJF,93.0,RAYMOND JAMES INC,Financials,0.22549,1.0,False,False
2025-06-04,ROK,82.0,ROCKWELL AUTOMATION INC,Industrials,0.28723,1.0,False,False
2025-06-04,RPRX,144.0,ROYALTY PHARMA PLC CLASS A,Health Care,0.09812,1.0,False,False
2025-06-04,RVTY,150.0,REVVITY INC,Health Care,0.08846,1.0,False,False
2025-06-04,SJM,146.0,JM SMUCKER,Consumer Staples,0.095,1.0,False,False
2025-06-04,SOLV,,,,,0.0,False,False
2025-06-04,SPGI,18.0,S&P GLOBAL INC,Financials,1.285,1.0,False,False
2025-06-04,STE,106.0,STERIS,Health Care,0.18945,1.0,False,False
2025-06-04,STLD,120.0,STEEL DYNAMICS INC,Materials,0.15398,1.0,False,False
2025-06-04,STT,96.0,STATE STREET CORP,Financials,0.21853,1.0,False,False
2025-06-04,SYF,109.0,SYNCHRONY FINANCIAL,Financials,0.18089,1.0,False,False
2025-06-04,TFC,60.0,TRUIST FINANCIAL CORP,Financials,0.41219,1.0,False,False
2025-06-04,TGT,72.0,TARGET CORP,Consumer Staples,0.34094,1.0,False,False
2025-06-04,TRGP,,,,,0.0,False,False
2025-06-04,TRMB,80.0,TRIMBLE INC,Information Technology,0.28941,1.0,False,False
2025-06-04,TROW,113.0,T ROWE PRICE GROUP INC,Financials,0.17056,1.0,False,False
2025-06-04,TRV,52.0,TRAVELERS COMPANIES INC,Financials,0.49081,1.0,False,False
2025-06-04,TSCO,102.0,TRACTOR SUPPLY,Consumer Discretionary,0.19517,1.0,False,False
2025-06-04,TSLA,2.0,TESLA INC,Consumer Discretionary,3.86927,1.0,False,False
2025-06-04,TT,35.0,TRANE TECHNOLOGIES PLC,Industrials,0.77308,1.0,False,False
2025-06-04,TTWO,34.0,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,0.78131,1.0,False,False
2025-06-04,TXN,8.0,TEXAS INSTRUMENT INC,Information Technology,2.85664,1.0,False,False
2025-06-04,ULTA,118.0,ULTA BEAUTY INC,Consumer Discretionary,0.157,1.0,False,False
2025-06-04,URI,66.0,UNITED RENTALS INC,Industrials,0.36246,1.0,False,False
2025-06-04,USB,47.0,US BANCORP,Financials,0.54489,1.0,False,False
2025-06-04,VEEV,69.0,VEEVA SYSTEMS INC CLASS A,Health Care,0.34925,1.0,False,False
2025-06-04,VLO,,,,,0.0,False,False
2025-06-04,VLTO,100.0,VERALTO CORP,Industrials,0.19685,1.0,False,False
2025-06-04,VRTX,26.0,VERTEX PHARMACEUTICALS INC,Health Care,0.91317,1.0,False,False
2025-06-04,VZ,6.0,VERIZON COMMUNICATIONS INC,Communication,3.27601,1.0,False,False
2025-06-04,WAT,115.0,WATERS CORP,Health Care,0.16748,1.0,False,False
2025-06-04,WDAY,29.0,WORKDAY INC CLASS A,Information Technology,0.88255,1.0,False,False
2025-06-04,WELL,,,,,0.0,False,False
2025-06-04,WMB,,,,,0.0,False,False
2025-06-04,WSM,124.0,WILLIAMS SONOMA INC,Consumer Discretionary,0.14839,1.0,False,False
2025-06-04,WST,136.0,WEST PHARMACEUTICAL SERVICES INC,Health Care,0.12179,1.0,False,False
2025-06-04,WTRG,,,,,0.0,False,False
2025-06-04,WTW,89.0,WILLIS TOWERS WATSON PLC,Financials,0.24498,1.0,False,False
2025-06-04,XYL,88.0,XYLEM INC,Industrials,0.24571,1.0,False,False
2025-06-04,ZBH,126.0,ZIMMER BIOMET HOLDINGS INC,Health Care,0.14413,1.0,False,False
2025-06-04,ZTS,42.0,ZOETIS INC CLASS A,Health Care,0.59919,1.0,False,False
2025-06-05,A,86.0,AGILENT TECHNOLOGIES INC,Health Care,0.26066,1.0,False,False
2025-06-05,ADBE,7.0,ADOBE INC,Information Technology,2.93362,1.0,False,False
2025-06-05,ADP,22.0,AUTOMATIC DATA PROCESSING INC,Industrials,1.06519,1.0,False,False
2025-06-05,ADSK,23.0,AUTODESK INC,Information Technology,1.05123,1.0,False,False
2025-06-05,ALLE,145.0,ALLEGION PLC,Industrials,0.09728,1.0,False,False
2025-06-05,ALLY,,,,,0.0,False,False
2025-06-05,ALNY,77.0,ALNYLAM PHARMACEUTICALS INC,Health Care,0.32156,1.0,False,False
2025-06-05,AMAT,11.0,APPLIED MATERIAL INC,Information Technology,2.21278,1.0,False,False
2025-06-05,AMGN,19.0,AMGEN INC,Health Care,1.24366,1.0,False,False
2025-06-05,AMP,63.0,AMERIPRISE FINANCE INC,Financials,0.39091,1.0,False,False
2025-06-05,AMT,33.0,AMERICAN TOWER REIT CORP,Real Estate,0.81224,1.0,False,False
2025-06-05,ANSS,54.0,ANSYS INC,Information Technology,0.49078,1.0,False,False
2025-06-05,APTV,137.0,APTIV PLC,Consumer Discretionary,0.11651,1.0,False,False
2025-06-05,ATO,,,,,0.0,False,False
2025-06-05,AVTR,161.0,AVANTOR INC,Health Care,0.07022,1.0,False,False
2025-06-05,AWK,43.0,AMERICAN WATER WORKS INC,Utilities,0.5998,1.0,False,False
2025-06-05,AXON,56.0,AXON ENTERPRISE INC,Industrials,0.46062,1.0,False,False
2025-06-05,AXP,16.0,AMERICAN EXPRESS,Financials,1.33711,1.0,False,False
2025-06-05,BALL,138.0,BALL CORP,Materials,0.11512,1.0,False,False
2025-06-05,BBY,143.0,BEST BUY INC,Consumer Discretionary,0.1088,1.0,False,False
2025-06-05,BEN,,,,,0.0,False,False
2025-06-05,BG,156.0,BUNGE GLOBAL SA,Consumer Staples,0.08365,1.0,False,False
2025-06-05,BIIB,121.0,BIOGEN INC,Health Care,0.1531,1.0,False,False
2025-06-05,BK,50.0,BANK OF NEW YORK MELLON CORP,Financials,0.51032,1.0,False,False
2025-06-05,BKNG,15.0,BOOKING HOLDINGS INC,Consumer Discretionary,1.37154,1.0,False,False
2025-06-05,BKR,,,,,0.0,False,False
2025-06-05,BLK,20.0,BLACKROCK INC,Financials,1.16454,1.0,False,False
2025-06-05,BR,91.0,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,0.23077,1.0,False,False
2025-06-05,CAG,155.0,CONAGRA BRANDS INC,Consumer Staples,0.0858,1.0,False,False
2025-06-05,CARR,58.0,CARRIER GLOBAL CORP,Industrials,0.44761,1.0,False,False
2025-06-05,CB,29.0,CHUBB LTD,Financials,0.89043,1.0,False,False
2025-06-05,CBRE,,,,,0.0,False,False
2025-06-05,CCI,70.0,CROWN CASTLE INC,Real Estate,0.35036,1.0,False,False
2025-06-05,CHD,103.0,CHURCH AND DWIGHT INC,Consumer Staples,0.19548,1.0,False,False
2025-06-05,CHRW,148.0,CH ROBINSON WORLDWIDE INC,Industrials,0.09141,1.0,False,False
2025-06-05,CI,40.0,CIGNA,Health Care,0.67908,1.0,False,False
2025-06-05,CLX,135.0,CLOROX,Consumer Staples,0.12583,1.0,False,False
2025-06-05,CMI,69.0,CUMMINS INC,Industrials,0.35714,1.0,False,False
2025-06-05,CNC,97.0,CENTENE CORP,Health Care,0.21827,1.0,False,False
2025-06-05,CNH,153.0,CNH INDUSTRIAL N.V. NV,Industrials,0.0866,1.0,False,False
2025-06-05,COO,140.0,COOPER INC,Health Care,0.11419,1.0,False,False
2025-06-05,CRH,51.0,CRH PUBLIC LIMITED PLC,Materials,0.5047,1.0,False,False
2025-06-05,DAY,,,,,0.0,False,False
2025-06-05,DECK,134.0,DECKERS OUTDOOR CORP,Consumer Discretionary,0.12611,1.0,False,False
2025-06-05,DFS,,,,,0.0,False,False
2025-06-05,DGX,119.0,QUEST DIAGNOSTICS INC,Health Care,0.15556,1.0,False,False
2025-06-05,DHR,,,,,0.0,False,False
2025-06-05,DIS,3.0,WALT DISNEY,Communication,3.41151,1.0,False,False
2025-06-05,DKS,159.0,DICKS SPORTING INC,Consumer Discretionary,0.07931,1.0,False,False
2025-06-05,DLR,55.0,DIGITAL REALTY TRUST REIT INC,Real Estate,0.47531,1.0,False,False
2025-06-05,DOV,105.0,DOVER CORP,Industrials,0.19492,1.0,False,False
2025-06-05,DVA,162.0,DAVITA INC,Health Care,0.05027,1.0,False,False
2025-06-05,EA,38.0,ELECTRONIC ARTS INC,Communication,0.71234,1.0,False,False
2025-06-05,EBAY,84.0,EBAY INC,Consumer Discretionary,0.27154,1.0,False,False
2025-06-05,ECL,47.0,ECOLAB INC,Materials,0.54686,1.0,False,False
2025-06-05,ELV,39.0,ELEVANCE HEALTH INC,Health Care,0.69887,1.0,False,False
2025-06-05,EME,111.0,EMCOR GROUP INC,Industrials,0.17651,1.0,False,False
2025-06-05,EQIX,37.0,EQUINIX REIT INC,Real Estate,0.71434,1.0,False,False
2025-06-05,ES,,,,,0.0,False,False
2025-06-05,EW,65.0,EDWARDS LIFESCIENCES CORP,Health Care,0.36554,1.0,False,False
2025-06-05,EXC,25.0,EXELON CORP,Utilities,0.95045,1.0,False,False
2025-06-05,EXPD,136.0,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,0.12444,1.0,False,False
2025-06-05,FBIN,,,,,0.0,False,False
2025-06-05,FDS,132.0,FACTSET RESEARCH SYSTEMS INC,Financials,0.12875,1.0,False,False
2025-06-05,FERG,72.0,FERGUSON ENTERPRISES INC,Industrials,0.34263,1.0,False,False
2025-06-05,FI,36.0,FISERV INC,Financials,0.74129,1.0,False,False
2025-06-05,FIS,71.0,FIDELITY NATIONAL INFORMATION SERV,Financials,0.34413,1.0,False,False
2025-06-05,FOX,128.0,FOX CORP CLASS B,Communication,0.13555,1.0,False,False
2025-06-05,FOXA,92.0,FOX CORP CLASS A,Communication,0.22816,1.0,False,False
2025-06-05,FTV,102.0,FORTIVE CORP,Industrials,0.1961,1.0,False,False
2025-06-05,GGG,141.0,GRACO INC,Industrials,0.11391,1.0,False,False
2025-06-05,GILD,21.0,GILEAD SCIENCES INC,Health Care,1.10503,1.0,False,False
2025-06-05,GIS,90.0,GENERAL MILLS INC,Consumer Staples,0.23995,1.0,False,False
2025-06-05,GPC,130.0,GENUINE PARTS,Consumer Discretionary,0.13126,1.0,False,False
2025-06-05,GWW,62.0,WW GRAINGER INC,Industrials,0.3984,1.0,False,False
2025-06-05,HAL,,,,,0.0,False,False
2025-06-05,HBAN,108.0,HUNTINGTON BANCSHARES INC,Financials,0.18569,1.0,False,False
2025-06-05,HCA,44.0,HCA HEALTHCARE INC,Health Care,0.56651,1.0,False,False
2025-06-05,HD,9.0,HOME DEPOT INC,Consumer Discretionary,2.75155,1.0,False,False
2025-06-05,HIG,79.0,HARTFORD INSURANCE GROUP INC,Financials,0.29322,1.0,False,False
2025-06-05,HOLX,139.0,HOLOGIC INC,Health Care,0.11489,1.0,False,False
2025-06-05,HRL,160.0,HORMEL FOODS CORP,Consumer Staples,0.07312,1.0,False,False
2025-06-05,HUBB,115.0,HUBBELL INC,Industrials,0.16711,1.0,False,False
2025-06-05,HUM,95.0,HUMANA INC,Health Care,0.22099,1.0,False,False
2025-06-05,ICE,32.0,INTERCONTINENTAL EXCHANGE INC,Financials,0.82323,1.0,False,False
2025-06-05,IDXX,74.0,IDEXX LABORATORIES INC,Health Care,0.34008,1.0,False,False
2025-06-05,IEX,142.0,IDEX CORP,Industrials,0.1099,1.0,False,False
2025-06-05,IFF,,,,,0.0,False,False
2025-06-05,ILMN,,,,,0.0,False,False
2025-06-05,INCY,150.0,INCYTE CORP,Health Care,0.08874,1.0,False,False
2025-06-05,INTC,14.0,INTEL CORPORATION CORP,Information Technology,1.44255,1.0,False,False
2025-06-05,INTU,2.0,INTUIT INC,Information Technology,3.55193,1.0,False,False
2025-06-05,IP,107.0,INTERNATIONAL PAPER,Materials,0.18949,1.0,False,False
2025-06-05,IPG,,,,,0.0,False,False
2025-06-05,IQV,98.0,IQVIA HOLDINGS INC,Health Care,0.20969,1.0,False,False
2025-06-05,IR,85.0,INGERSOLL RAND INC,Industrials,0.26479,1.0,False,False
2025-06-05,IRM,,,,,0.0,False,False
2025-06-05,IT,,,,,0.0,False,False
2025-06-05,ITW,46.0,ILLINOIS TOOL INC,Industrials,0.55064,1.0,False,False
2025-06-05,JBHT,154.0,JB HUNT TRANSPORT SERVICES INC,Industrials,0.08632,1.0,False,False
2025-06-05,JCI,49.0,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,0.54199,1.0,False,False
2025-06-05,JNPR,,,,,0.0,False,False
2025-06-05,K,109.0,KELLANOVA,Consumer Staples,0.18201,1.0,False,False
2025-06-05,KDP,75.0,KEURIG DR PEPPER INC,Consumer Staples,0.33674,1.0,False,False
2025-06-05,KEYS,57.0,KEYSIGHT TECHNOLOGIES INC,Information Technology,0.45706,1.0,False,False
2025-06-05,KMB,66.0,KIMBERLY CLARK CORP,Consumer Staples,0.36005,1.0,False,False
2025-06-05,KMX,,,,,0.0,False,False
2025-06-05,KO,10.0,COCA-COLA,Consumer Staples,2.3264,1.0,False,False
2025-06-05,KVUE,76.0,KENVUE INC,Consumer Staples,0.33329,1.0,False,False
2025-06-05,LH,114.0,LABCORP HOLDINGS INC,Health Care,0.16923,1.0,False,False
2025-06-05,LII,127.0,LENNOX INTERNATIONAL INC,Industrials,0.14168,1.0,False,False
2025-06-05,LKQ,158.0,LKQ CORP,Consumer Discretionary,0.07973,1.0,False,False
2025-06-05,LNG,,,,,0.0,False,False
2025-06-05,LOW,24.0,LOWES COMPANIES INC,Consumer Discretionary,0.95498,1.0,False,False
2025-06-05,LRCX,12.0,LAM RESEARCH CORP,Information Technology,1.80904,1.0,False,False
2025-06-05,LULU,83.0,LULULEMON ATHLETICA INC,Consumer Discretionary,0.27221,1.0,False,False
2025-06-05,MCO,41.0,MOODYS CORP,Financials,0.63339,1.0,False,False
2025-06-05,MELI,30.0,MERCADOLIBRE INC,Consumer Discretionary,0.88295,1.0,False,False
2025-06-05,MKC,124.0,MCCORMICK & CO NON-VOTING INC,Consumer Staples,0.1478,1.0,False,False
2025-06-05,MMC,27.0,MARSH & MCLENNAN INC,Financials,0.90494,1.0,False,False
2025-06-05,MOH,131.0,MOLINA HEALTHCARE INC,Health Care,0.12916,1.0,False,False
2025-06-05,MRVL,,,,,0.0,False,False
2025-06-05,MSFT,,,,,0.0,False,False
2025-06-05,MTD,104.0,METTLER TOLEDO INC,Health Care,0.19544,1.0,False,False
2025-06-05,NDAQ,81.0,NASDAQ INC,Financials,0.29074,1.0,False,False
2025-06-05,NEM,52.0,NEWMONT,Materials,0.49306,1.0,False,False
2025-06-05,NLY,149.0,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,0.0905,1.0,False,False
2025-06-05,NOW,4.0,SERVICENOW INC,Information Technology,3.40874,1.0,False,False
2025-06-05,NTAP,68.0,NETAPP INC,Information Technology,0.3572,1.0,False,False
2025-06-05,NTRS,116.0,NORTHERN TRUST CORP,Financials,0.16671,1.0,False,False
2025-06-05,NUE,96.0,NUCOR CORP,Materials,0.22021,1.0,False,False
2025-06-05,NVDA,1.0,NVIDIA CORP,Information Technology,9.76019,1.0,False,False
2025-06-05,NXPI,31.0,NXP SEMICONDUCTORS NV,Information Technology,0.86847,1.0,False,False
2025-06-05,OC,147.0,OWENS CORNING,Industrials,0.09447,1.0,False,False
2025-06-05,ODFL,89.0,OLD DOMINION FREIGHT LINE INC,Industrials,0.24512,1.0,False,False
2025-06-05,OKE,,,,,0.0,False,False
2025-06-05,PAYX,61.0,PAYCHEX INC,Industrials,0.41442,1.0,False,False
2025-06-05,PEP,13.0,PEPSICO INC,Consumer Staples,1.4428,1.0,False,False
2025-06-05,PGR,17.0,PROGRESSIVE CORP,Financials,1.3231,1.0,False,False
2025-06-05,PHM,120.0,PULTEGROUP INC,Consumer Discretionary,0.15356,1.0,False,False
2025-06-05,PNC,45.0,PNC FINANCIAL SERVICES GROUP INC,Financials,0.55479,1.0,False,False
2025-06-05,PNR,129.0,PENTAIR,Industrials,0.13197,1.0,False,False
2025-06-05,PODD,112.0,INSULET CORP,Health Care,0.17615,1.0,False,False
2025-06-05,POOL,151.0,POOL CORP,Consumer Discretionary,0.08869,1.0,False,False
2025-06-05,PPG,100.0,PPG INDUSTRIES INC,Materials,0.20388,1.0,False,False
2025-06-05,PRU,78.0,PRUDENTIAL FINANCIAL INC,Financials,0.29498,1.0,False,False
2025-06-05,PSX,,,,,0.0,False,False
2025-06-05,PWR,59.0,QUANTA SERVICES INC,Industrials,0.42764,1.0,False,False
2025-06-05,RAL,,,,,0.0,False,False
2025-06-05,RF,123.0,REGIONS FINANCIAL CORP,Financials,0.15167,1.0,False,False
2025-06-05,RIVN,157.0,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,0.08243,1.0,False,False
2025-06-05,RJF,93.0,RAYMOND JAMES INC,Financials,0.22401,1.0,False,False
2025-06-05,ROK,80.0,ROCKWELL AUTOMATION INC,Industrials,0.29077,1.0,False,False
2025-06-05,RPRX,144.0,ROYALTY PHARMA PLC CLASS A,Health Care,0.09975,1.0,False,False
2025-06-05,RVTY,152.0,REVVITY INC,Health Care,0.08726,1.0,False,False
2025-06-05,SJM,146.0,JM SMUCKER,Consumer Staples,0.09484,1.0,False,False
2025-06-05,SOLV,,,,,0.0,False,False
2025-06-05,SPGI,18.0,S&P GLOBAL INC,Financials,1.29885,1.0,False,False
2025-06-05,STE,106.0,STERIS,Health Care,0.19198,1.0,False,False
2025-06-05,STLD,122.0,STEEL DYNAMICS INC,Materials,0.15179,1.0,False,False
2025-06-05,STT,94.0,STATE STREET CORP,Financials,0.2212,1.0,False,False
2025-06-05,SYF,110.0,SYNCHRONY FINANCIAL,Financials,0.18087,1.0,False,False
2025-06-05,TFC,60.0,TRUIST FINANCIAL CORP,Financials,0.41642,1.0,False,False
2025-06-05,TGT,73.0,TARGET CORP,Consumer Staples,0.34187,1.0,False,False
2025-06-05,TRGP,,,,,0.0,False,False
2025-06-05,TRMB,82.0,TRIMBLE INC,Information Technology,0.28942,1.0,False,False
2025-06-05,TROW,113.0,T ROWE PRICE GROUP INC,Financials,0.17078,1.0,False,False
2025-06-05,TRV,53.0,TRAVELERS COMPANIES INC,Financials,0.49282,1.0,False,False
2025-06-05,TSCO,99.0,TRACTOR SUPPLY,Consumer Discretionary,0.20498,1.0,False,False
2025-06-05,TSLA,5.0,TESLA INC,Consumer Discretionary,3.34143,1.0,False,False
2025-06-05,TT,35.0,TRANE TECHNOLOGIES PLC,Industrials,0.77542,1.0,False,False
2025-06-05,TTWO,34.0,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,0.7933,1.0,False,False
2025-06-05,TXN,8.0,TEXAS INSTRUMENT INC,Information Technology,2.87376,1.0,False,False
2025-06-05,ULTA,118.0,ULTA BEAUTY INC,Consumer Discretionary,0.15861,1.0,False,False
2025-06-05,URI,64.0,UNITED RENTALS INC,Industrials,0.36645,1.0,False,False
2025-06-05,USB,48.0,US BANCORP,Financials,0.54607,1.0,False,False
2025-06-05,VEEV,67.0,VEEVA SYSTEMS INC CLASS A,Health Care,0.35967,1.0,False,False
2025-06-05,VLO,,,,,0.0,False,False
2025-06-05,VLTO,101.0,VERALTO CORP,Industrials,0.19977,1.0,False,False
2025-06-05,VRTX,26.0,VERTEX PHARMACEUTICALS INC,Health Care,0.91557,1.0,False,False
